abnormity,1.593,,
aboard,4.425,,
abode,2.823,,
abolish,2.690,,
abolishable,1.292,,
abolisher,1.292,,
abolishment,1.292,,
abolition,2.333,,
abolitionary,1.292,,
abolitionism,1.593,,
abolitionist,2.371,,
abominable,2.810,,
abominableness,1.292,,
abominably,2.246,,
abominate,1.894,,
abomination,3.063,,
abominator,1.292,,
aboriginal,2.292,,
aboriginality,1.292,,
aboriginals,1.593,,
aborigine,1.991,,
abort,3.665,,
aborted,2.810,,
abortion,3.860,,
abortionist,1.991,,
abortive,1.593,,
abortively,1.593,,
abortiveness,1.292,,
abound,2.571,,
abounding,1.991,,
about,6.559,,
above,4.689,,
aboveboard,2.468,,
aboveground,2.195,,
abovementioned,1.593,,
abracadabra,3.024,,
abrade,1.593,,
abrader,1.292,,
abrasion,2.571,,
abrasive,2.672,,
abrasively,1.292,,
abrasiveness,1.769,,
abreact,1.292,,
abreaction,1.593,,
abreast,2.723,,
abridge,1.593,,
abridged,2.292,,
abridgement,1.593,,
abridger,1.292,,
abridgment,1.292,,
abroad,3.692,,
abrogable,1.292,,
abrogate,1.593,,
abrogation,1.292,,
abrogative,1.292,,
abrupt,3.063,,
abruption,2.137,,
abruptly,2.955,,
abruptness,1.991,,
abscess,2.707,,
abscessed,1.894,,
abscise,1.292,,
abscissa,1.292,,
abscission,1.292,,
abscond,2.070,,
absconded,2.070,,
absconder,1.593,,
abseil,1.292,,
absence,3.801,,
absent,3.412,,
absentee,2.571,,
absenteeism,2.070,,
absenter,1.292,,
absently,1.292,,
absentminded,1.894,,
absentmindedly,1.292,,
absentmindedness,1.593,,
absentness,1.292,,
absinthe,2.754,,
absinthian,1.292,,
absolute,4.054,,
absolutely,5.053,,
absoluteness,1.593,,
absolution,2.982,,
absolutism,1.292,,
absolutist,1.292,,
absolutistic,1.292,,
absolutory,1.292,,
absolvable,1.292,,
absolve,2.769,,
absolvent,1.292,,
absolver,1.991,,
absorb,3.300,,
absorbability,1.292,,
absorbable,1.292,,
absorbance,1.292,,
absorbed,3.189,,
absorbedly,1.292,,
absorbedness,1.292,,
absorbency,1.292,,
absorbent,2.246,,
absorber,1.894,,
absorbing,2.672,,
absorbingly,1.292,,
absorption,2.571,,
absorptive,1.292,,
absorptiveness,1.292,,
absorptivity,1.292,,
abstain,2.723,,
abstainer,1.292,,
abstemious,1.292,,
abstemiously,1.292,,
abstemiousness,1.292,,
abstention,2.137,,
abstentious,1.292,,
abstergent,1.292,,
abstinence,2.955,,
abstinent,1.894,,
abstinently,1.292,,
abstract,3.341,,
abstracted,1.894,,
abstractedly,1.292,,
abstractedness,1.292,,
abstracter,1.292,,
abstraction,2.496,,
abstractionism,1.292,,
abstractionist,1.593,,
abstractive,1.292,,
abstractly,1.769,,
abstractness,1.292,,
abstractor,1.292,,
abstruse,1.894,,
abstrusely,1.292,,
abstruseness,1.292,,
absurd,3.987,,
absurdist,1.593,,
absurdity,2.810,,
absurdly,2.496,,
absurdness,1.292,,
abundance,2.955,,
abundant,2.769,,
abundantly,2.634,,
abuse,4.011,,
abuser,2.522,,
abusive,3.216,,
abusively,1.292,,
abusiveness,1.593,,
abut,2.137,,
abutilon,1.292,,
abutment,2.137,,
abuttal,1.292,,
abutter,1.292,,
abutting,1.593,,
abuzz,1.769,,
abysm,1.292,,
abysmal,2.634,,
abysmally,1.593,,
abyss,3.251,,
abyssal,1.593,,
acacia,2.246,,
academe,1.769,,
academia,2.406,,
academic,3.670,,
academically,2.371,,
academicals,1.292,,
academician,1.593,,
academicians,1.292,,
academicism,1.292,,
academics,2.848,,
academism,1.292,,
academy,4.094,,
acajou,1.292,,
acanthine,1.292,,
acanthocephalan,1.292,,
acanthodian,1.292,,
acanthus,1.593,,
acatalectic,1.292,,
accede,2.195,,
accelerando,1.292,,
accelerant,2.754,,
accelerate,3.111,,
accelerated,2.991,,
acceleration,2.945,,
accelerative,1.292,,
accelerator,3.137,,
acceleratory,1.292,,
accelerometer,1.292,,
accent,4.086,,
accentor,1.292,,
accentual,1.292,,
accentually,1.292,,
accentuate,2.571,,
accentuation,1.292,,
accept,4.722,,
acceptability,1.292,,
acceptable,3.723,,
acceptableness,1.292,,
acceptably,1.292,,
acceptance,3.501,,
acceptant,1.593,,
acceptation,1.292,,
accepted,4.196,,
accepter,1.292,,
acceptor,1.292,,
access,4.500,,
accessary,1.292,,
accessibility,1.769,,
accessible,3.048,,
accessibly,1.292,,
accession,2.137,,
accessional,1.292,,
accessorial,1.292,,
accessorily,1.292,,
accessorize,2.571,,
accessory,3.462,,
accidence,1.292,,
accident,4.910,,
accidental,3.479,,
accidentally,3.945,,
accidentalness,1.292,,
accidently,2.371,,
accipiter,1.292,,
acclaim,2.654,,
acclaimer,1.292,,
acclamation,1.593,,
acclamatory,1.292,,
acclimate,2.246,,
acclimation,1.292,,
acclimatization,1.593,,
acclimatize,1.593,,
acclivitous,1.292,,
acclivity,1.292,,
accolade,1.593,,
accommodate,3.333,,
accommodating,2.860,,
accommodatingly,1.292,,
accommodation,2.982,,
accommodative,1.593,,
accommodativeness,1.292,,
accommodator,1.292,,
accompanier,1.593,,
accompaniment,2.496,,
accompanist,2.333,,
accompany,3.677,,
accomplice,3.628,,
accomplish,3.768,,
accomplishable,1.292,,
accomplished,3.877,,
accomplisher,1.292,,
accomplishment,3.279,,
accord,3.216,,
accordable,1.593,,
accordance,3.206,,
accordant,1.292,,
accordantly,1.292,,
accorder,1.292,,
according,4.621,,
accordingly,3.265,,
accordion,3.124,,
accordionist,1.292,,
accost,1.894,,
accosted,2.836,,
accouchement,1.292,,
account,4.650,,
accountability,2.690,,
accountable,3.155,,
accountableness,1.292,,
accountably,1.292,,
accountancy,1.894,,
accountant,3.792,,
accountantship,1.292,,
accounting,3.655,,
accouter,1.292,,
accouterment,1.292,,
accoutrement,2.137,,
accredit,1.292,,
accreditation,2.292,,
accredited,2.522,,
accrete,1.593,,
accretion,1.292,,
accretive,1.292,,
accrual,1.769,,
accrue,1.991,,
accruement,1.292,,
acculturate,1.292,,
acculturation,1.292,,
accumulate,2.769,,
accumulation,2.438,,
accumulative,1.894,,
accumulatively,1.292,,
accumulativeness,1.292,,
accumulator,1.593,,
accuracy,3.178,,
accurate,3.895,,
accurately,3.063,,
accurateness,1.292,,
accurse,1.292,,
accursed,2.823,,
accursedly,1.292,,
accursedness,1.292,,
accusable,1.292,,
accusation,3.450,,
accusative,1.292,,
accusatively,1.292,,
accusatorial,1.292,,
accusatorially,1.292,,
accusatory,1.894,,
accuse,3.756,,
accused,4.116,,
accuser,2.496,,
accusingly,1.292,,
accustom,2.137,,
accustomed,3.468,,
accustomedness,1.292,,
ace,4.168,,
acerb,1.292,,
acerbate,1.292,,
acerbic,1.991,,
acerbity,1.292,,
acetabulum,1.769,,
acetaldehyde,1.292,,
acetaminophen,2.070,,
acetanilide,1.292,,
acetate,2.137,,
acetated,1.292,,
acetazolamide,1.292,,
acetic,1.593,,
acetifier,1.292,,
acetify,1.292,,
acetone,2.246,,
acetonitrile,1.292,,
acetous,1.292,,
acetum,1.292,,
acetyl,1.769,,
acetylation,1.292,,
acetylcholine,2.195,,
acetylene,2.672,,
acetylsalicylate,1.292,,
acetylsalicylic,1.991,,
ach,2.883,,
achalasia,1.292,,
ache,3.399,,
achievable,1.769,,
achieve,3.866,,
achievement,3.545,,
achiever,2.406,,
achiness,1.593,,
aching,3.317,,
achingly,1.769,,
achromatic,1.292,,
achromatically,1.292,,
achromatize,1.292,,
achromous,1.292,,
achy,2.672,,
acicular,1.292,,
aciculate,1.292,,
acid,3.999,,
acidic,2.371,,
acidification,1.292,,
acidifier,1.292,,
acidify,1.292,,
acidimetric,1.292,,
acidimetrically,1.292,,
acidity,2.333,,
acidize,1.292,,
acidly,1.292,,
acidometer,1.292,,
acidophilic,1.292,,
acidophilus,1.894,,
acidosis,2.246,,
acidulate,1.292,,
acidulous,1.292,,
aciform,1.292,,
acknowledge,3.789,,
acknowledgeable,1.292,,
acknowledged,3.296,,
acknowledgement,2.634,,
acknowledger,1.292,,
acme,3.105,,
acne,2.964,,
acolyte,2.195,,
aconite,1.292,,
aconitum,1.991,,
acorn,2.872,,
acoustic,2.991,,
acoustical,2.137,,
acoustically,1.593,,
acoustician,1.292,,
acoustics,2.654,,
acquaint,2.614,,
acquaintance,3.730,,
acquaintanceship,1.991,,
acquainted,3.657,,
acquiesce,1.894,,
acquiescence,2.070,,
acquiescent,1.593,,
acquiescently,1.292,,
acquiescingly,1.292,,
acquirable,1.292,,
acquire,3.425,,
acquired,3.652,,
acquirement,1.292,,
acquirer,1.593,,
acquisition,3.167,,
acquisitive,1.894,,
acquisitively,1.292,,
acquisitiveness,1.593,,
acquit,2.690,,
acquittal,2.872,,
acquitter,1.292,,
acre,3.265,,
acreage,2.654,,
acrid,1.769,,
acridity,1.292,,
acridly,1.292,,
acridness,1.292,,
acrimonious,2.195,,
acrimoniously,1.292,,
acrimoniousness,1.292,,
acrimony,2.371,,
acrobat,2.783,,
acrobatic,2.406,,
acrobatically,1.292,,
acrobatics,2.371,,
acrogenic,1.292,,
acrogenous,1.292,,
acrolith,1.292,,
acrolithic,1.292,,
acromegaly,1.292,,
acromion,1.769,,
acronym,2.496,,
acronymic,1.292,,
acrophobia,2.333,,
acropolis,2.137,,
acrosome,1.292,,
across,4.973,,
acrostic,1.292,,
acrostically,1.292,,
acryl,1.292,,
acrylamide,1.292,,
acrylate,1.292,,
acrylic,2.672,,
acrylonitrile,1.292,,
act,5.037,,
actability,1.292,,
actable,1.292,,
actin,3.032,,
acting,4.719,,
actinia,1.292,,
actinic,1.593,,
actinically,1.292,,
actinium,1.292,,
actinography,1.292,,
action,4.785,,
actionable,2.438,,
actionably,1.292,,
activate,3.670,,
activation,2.935,,
activator,1.991,,
active,4.059,,
actively,2.925,,
activeness,1.292,,
activism,2.292,,
activist,2.999,,
activity,4.110,,
actor,4.420,,
actress,4.205,,
acts,4.096,,
actual,4.239,,
actuality,2.690,,
actualization,1.894,,
actualize,1.769,,
actually,5.508,,
actuarial,2.292,,
actuarially,1.593,,
actuary,2.195,,
actuate,1.593,,
actuation,1.593,,
actuator,1.769,,
acuity,2.468,,
aculeate,1.292,,
acumen,2.195,,
acuminate,1.292,,
acumination,1.292,,
acuminous,1.292,,
acupressure,2.137,,
acupuncture,2.872,,
acupuncturist,2.292,,
acute,3.471,,
acutely,2.468,,
acuteness,1.593,,
acyclic,1.292,,
acyclovir,1.593,,
acyl,1.292,,
acylation,1.292,,
ad,4.134,,
adage,2.810,,
adagio,2.406,,
adamancy,1.292,,
adamant,2.999,,
adamantine,1.593,,
adamantly,1.769,,
adapt,3.422,,
adaptability,2.195,,
adaptable,2.547,,
adaptation,3.206,,
adapter,2.371,,
adaption,1.593,,
adaptive,2.371,,
adaptively,1.292,,
adaptor,1.991,,
add,4.519,,
addable,1.292,,
addax,1.292,,
added,3.985,,
addend,1.292,,
addenda,1.769,,
addendum,2.496,,
adder,3.161,,
addible,1.292,,
addict,3.730,,
addicted,3.657,,
addictedness,1.292,,
addiction,3.593,,
addictive,3.055,,
addictiveness,1.769,,
addition,3.890,,
additional,3.770,,
additionally,2.522,,
additive,2.371,,
additively,1.292,,
additivity,1.292,,
addle,2.246,,
addlebrained,1.292,,
addled,2.371,,
address,4.718,,
addressable,1.292,,
addressbook,1.292,,
addressee,2.137,,
addresser,1.769,,
addressograph,1.292,,
addressor,1.292,,
adduce,1.593,,
adducible,1.292,,
adduct,1.292,,
adduction,1.292,,
adductive,1.292,,
adductor,1.593,,
adenine,1.769,,
adenitis,1.292,,
adenocarcinoma,1.593,,
adenoid,2.070,,
adenoidal,1.593,,
adenoids,2.371,,
adenoma,1.593,,
adenomatous,1.292,,
adenosine,2.137,,
adenoviral,1.292,,
adenovirus,1.292,,
adenylyl,1.292,,
adept,2.823,,
adeptly,1.292,,
adeptness,1.593,,
adequacy,1.593,,
adequate,3.416,,
adequately,2.739,,
adequateness,1.292,,
adhere,2.769,,
adherence,2.292,,
adherent,1.894,,
adherently,1.292,,
adherer,1.292,,
adhesion,2.137,,
adhesive,2.973,,
adhesively,1.292,,
adhesiveness,1.292,,
adiabatic,1.593,,
adiabatically,1.292,,
adiaphorous,1.292,,
adieu,3.270,,
adieux,1.292,,
adipocerous,1.292,,
adipose,1.991,,
adiposity,1.593,,
adjacency,1.292,,
adjacent,3.131,,
adjacently,1.292,,
adjectival,1.292,,
adjectivally,1.292,,
adjective,2.707,,
adjectively,1.292,,
adjoin,1.292,,
adjoined,1.593,,
adjoining,3.055,,
adjourn,3.118,,
adjournment,2.371,,
adjudge,1.593,,
adjudicate,2.070,,
adjudication,2.292,,
adjudicative,1.292,,
adjudicator,1.991,,
adjunct,2.195,,
adjunction,1.292,,
adjunctive,1.292,,
adjunctively,1.292,,
adjuration,1.292,,
adjuratory,1.292,,
adjure,1.593,,
adjurer,1.292,,
adjust,3.751,,
adjustability,1.593,,
adjustable,2.522,,
adjustably,1.292,,
adjuster,2.614,,
adjustment,3.493,,
adjustor,1.991,,
adjutancy,1.292,,
adjutant,2.955,,
adjuvant,1.593,,
adman,1.292,,
admeasure,1.292,,
admin,2.654,,
administer,3.226,,
administrable,1.292,,
administrant,1.292,,
administrate,1.769,,
administration,3.881,,
administrational,1.292,,
administrative,3.211,,
administratively,1.292,,
administrator,3.221,,
admirable,3.419,,
admirableness,1.292,,
admirably,2.634,,
admiral,4.219,,
admiralship,1.292,,
admiralty,2.836,,
admiration,3.325,,
admire,4.151,,
admired,3.566,,
admirer,3.474,,
admiring,3.444,,
admiringly,1.292,,
admissibility,1.991,,
admissible,2.872,,
admissibleness,1.292,,
admissibly,1.292,,
admission,3.552,,
admissive,1.292,,
admit,4.772,,
admittance,2.836,,
admitted,3.962,,
admittedly,2.973,,
admitter,1.292,,
admix,1.292,,
admixture,1.593,,
admonish,1.991,,
admonisher,1.292,,
admonishingly,1.292,,
admonishment,1.292,,
admonition,2.070,,
admonitory,1.292,,
adnexa,1.593,,
adnexal,1.769,,
adnominal,1.292,,
adnoun,1.292,,
ado,3.184,,
adobe,2.690,,
adolescence,2.945,,
adolescent,3.270,,
adolescently,1.292,,
adopt,3.670,,
adoptability,1.292,,
adoptable,1.593,,
adopted,3.926,,
adoptee,1.292,,
adopter,1.593,,
adoption,3.672,,
adoptive,2.783,,
adoptively,1.292,,
adorability,1.593,,
adorable,4.023,,
adorableness,1.593,,
adorably,1.769,,
adoration,2.783,,
adore,3.888,,
adorer,1.292,,
adoring,2.848,,
adoringly,1.894,,
adorn,2.246,,
adorner,1.292,,
adornment,1.991,,
adown,1.292,,
adrenal,2.522,,
adrenalin,2.754,,
adrenaline,3.520,,
adrenergic,1.292,,
adrenocortical,1.292,,
adrenocorticotropic,1.292,,
adrift,3.008,,
adroit,2.137,,
adroitly,1.894,,
adroitness,1.593,,
adscript,1.292,,
adscription,1.292,,
adsorb,1.292,,
adsorbent,1.292,,
adsorption,1.292,,
adsorptive,1.292,,
adularia,1.292,,
adulate,1.292,,
adulation,2.468,,
adulator,1.292,,
adulatory,1.292,,
adult,4.155,,
adulterant,1.593,,
adulterate,1.593,,
adulteration,1.292,,
adulterator,1.292,,
adulterer,2.614,,
adulteress,2.438,,
adulterine,1.292,,
adulterous,2.547,,
adulterously,1.292,,
adultery,3.292,,
adulthood,2.872,,
adultlike,1.292,,
adultness,1.292,,
adumbral,1.292,,
adumbrate,1.292,,
adumbration,1.292,,
adumbrative,1.292,,
adumbratively,1.292,,
advance,4.204,,
advanced,3.947,,
advancement,3.098,,
advancer,1.292,,
advancing,3.178,,
advantage,4.343,,
advantageous,2.614,,
advantageously,1.292,,
advantageousness,1.292,,
advection,1.292,,
advent,2.690,,
adventitia,1.292,,
adventitious,1.292,,
adventitiously,1.292,,
adventitiousness,1.292,,
adventure,4.128,,
adventurer,2.872,,
adventuresome,1.894,,
adventuress,2.371,,
adventurism,1.292,,
adventurist,1.593,,
adventurous,3.091,,
adventurously,1.292,,
adventurousness,1.593,,
adverb,2.333,,
adverbial,1.894,,
adverbially,1.292,,
adversarial,2.406,,
adversary,3.184,,
adversative,1.292,,
adversatively,1.292,,
adverse,2.860,,
adversely,2.371,,
adverseness,1.292,,
adversity,3.032,,
advert,2.438,,
advertence,1.292,,
advertency,1.292,,
advertent,1.292,,
advertently,1.593,,
advertise,3.221,,
advertisement,3.084,,
advertiser,2.246,,
advertising,3.872,,
advertize,1.292,,
advertorial,1.292,,
advice,4.681,,
advisability,1.292,,
advisable,2.905,,
advisableness,1.292,,
advisably,1.292,,
advise,4.086,,
advised,3.720,,
advisedly,2.070,,
advisedness,1.292,,
advisee,2.438,,
advisement,2.894,,
adviser,3.024,,
advisor,3.646,,
advisory,3.008,,
advocacy,2.496,,
advocate,3.349,,
advocator,1.292,,
advocatory,1.292,,
adyta,1.292,,
adytum,1.292,,
adz,1.292,,
adze,1.292,,
adzuki,1.292,,
aecidium,1.292,,
aegis,2.070,,
aeon,2.707,,
aerate,1.593,,
aeration,1.593,,
aerator,1.292,,
aerial,3.406,,
aerialist,1.593,,
aerially,1.292,,
aerie,1.593,,
aero,2.070,,
aerobatic,1.292,,
aerobatics,1.593,,
aerobe,1.292,,
aerobic,2.292,,
aerobically,1.769,,
aerobics,3.195,,
aerobiological,1.292,,
aerobiology,1.292,,
aerodonetics,1.292,,
aerodrome,1.292,,
aerodynamic,2.654,,
aerodynamicist,1.292,,
aerodynamics,2.522,,
aerodyne,1.894,,
aeroembolism,1.292,,
aerofoil,1.292,,
aerogram,1.292,,
aerogramme,1.292,,
aerograph,1.292,,
aerographer,1.292,,
aerographic,1.292,,
aerologic,1.292,,
aerologist,1.292,,
aeromechanical,1.292,,
aeromechanics,1.292,,
aerometer,1.292,,
aerometric,1.292,,
aerometry,1.292,,
aeronaut,1.292,,
aeronautic,1.292,,
aeronautical,2.406,,
aeronautically,1.292,,
aeronautics,2.292,,
aeroneurosis,1.292,,
aerophobia,1.292,,
aerosol,2.468,,
aerospace,3.040,,
aerosphere,1.292,,
aerostat,1.292,,
aerostatic,1.292,,
aerostatics,1.292,,
aerostation,1.292,,
aerotherapeutics,1.292,,
aertex,1.292,,
aesthete,2.137,,
aesthetic,2.836,,
aesthetical,1.292,,
aesthetically,2.406,,
aesthetician,1.292,,
aestheticism,1.292,,
aesthetics,2.496,,
afar,3.070,,
afeard,2.371,,
affability,1.991,,
affable,2.137,,
affableness,1.292,,
affably,1.769,,
affair,4.469,,
affaire,1.593,,
affect,4.047,,
affectation,2.195,,
affected,3.831,,
affectedly,1.593,,
affectedness,1.292,,
affecter,1.292,,
affecting,3.409,,
affectingly,1.292,,
affection,3.927,,
affectionate,3.356,,
affectionately,2.797,,
affectionateness,1.292,,
affective,1.991,,
affectively,1.292,,
affectivity,1.292,,
affectless,1.593,,
afferent,1.292,,
affiance,1.292,,
affiant,1.593,,
affidavit,3.296,,
affiliate,2.496,,
affiliation,2.707,,
affine,1.292,,
affined,1.292,,
affinitive,1.292,,
affinity,2.769,,
affirm,2.547,,
affirmable,1.292,,
affirmance,1.292,,
affirmation,2.739,,
affirmative,3.676,,
affirmatively,1.894,,
affirmer,1.292,,
affix,2.137,,
affixation,1.292,,
affixer,1.292,,
affixture,1.292,,
afflation,1.292,,
afflatus,1.593,,
afflict,1.991,,
afflicted,3.111,,
afflicter,1.292,,
afflicting,2.137,,
affliction,3.077,,
afflictive,1.593,,
afflictively,1.292,,
affluence,2.195,,
affluent,2.496,,
affluently,1.292,,
afflux,1.292,,
afford,4.647,,
affordability,1.593,,
affordable,2.823,,
afforest,1.292,,
afforestation,1.292,,
affranchise,1.292,,
affray,1.292,,
affricate,1.292,,
affricated,1.292,,
affrication,1.292,,
affricative,1.292,,
affright,1.769,,
affrighted,1.292,,
affrightedly,1.292,,
affront,2.783,,
affronted,1.769,,
affronter,1.292,,
affronting,1.292,,
affrontingly,1.292,,
afghan,2.769,,
aficionado,2.371,,
afield,2.137,,
afire,2.707,,
aflame,2.547,,
afloat,3.226,,
aflutter,1.991,,
afoot,3.016,,
afore,2.593,,
aforehand,1.593,,
aforementioned,2.690,,
aforesaid,1.991,,
aforethought,1.894,,
aforetime,1.292,,
aforetimes,1.292,,
afoul,2.371,,
afraid,5.393,,
afresh,2.438,,
afro,3.055,,
aft,3.550,,
after,5.834,,
afterbirth,2.070,,
afterburner,1.769,,
afterburning,1.292,,
aftercare,2.070,,
afterdamp,1.292,,
afterdeck,1.769,,
aftereffect,1.894,,
aftergame,1.292,,
afterglow,2.522,,
afterguard,1.292,,
afterhours,1.292,,
afterimage,1.769,,
afterlife,3.206,,
afterload,1.292,,
aftermarket,1.769,,
aftermath,3.024,,
aftermost,1.292,,
afternoon,4.961,,
afternoons,3.300,,
afterparty,1.292,,
afterpiece,1.292,,
aftersale,1.292,,
afterschool,2.070,,
aftershave,3.040,,
aftershock,2.406,,
aftertaste,2.371,,
afterthought,2.438,,
aftertime,1.292,,
aftertimes,1.292,,
afterward,3.345,,
afterwards,4.146,,
afterword,1.292,,
afterworld,1.593,,
again,5.899,,
against,5.304,,
agama,1.292,,
agamid,1.292,,
agapanthus,1.894,,
agape,1.292,,
agar,1.593,,
agarose,1.593,,
agate,1.769,,
agateware,1.292,,
agave,1.769,,
age,4.898,,
aged,3.557,,
agedly,1.292,,
agedness,1.292,,
ageism,2.406,,
ageist,1.991,,
ageless,2.496,,
agelessness,1.292,,
agency,4.288,,
agenda,3.865,,
agendum,1.292,,
agenesis,1.292,,
agent,5.011,,
agential,1.292,,
agentive,1.292,,
ager,1.593,,
ageratum,1.593,,
aggie,3.321,,
aggiornamento,1.292,,
agglomerate,1.292,,
agglomerated,1.292,,
agglomeration,1.292,,
agglomerative,1.292,,
agglutinant,1.292,,
agglutinate,1.593,,
agglutination,1.292,,
agglutinative,1.292,,
agglutinin,1.593,,
aggradation,1.292,,
aggrandize,1.593,,
aggrandizement,1.593,,
aggrandizer,1.292,,
aggravate,2.872,,
aggravated,3.105,,
aggravating,2.690,,
aggravatingly,1.292,,
aggravation,3.070,,
aggravator,1.292,,
aggregate,2.333,,
aggregately,1.292,,
aggregation,1.769,,
aggregative,1.292,,
aggregator,1.292,,
aggress,1.769,,
aggression,3.450,,
aggressive,3.900,,
aggressively,2.848,,
aggressiveness,2.614,,
aggressor,2.769,,
aggrieve,1.292,,
aggrieved,2.333,,
aggrievedly,1.292,,
aghast,2.195,,
agile,2.614,,
agilely,1.292,,
agility,2.672,,
aging,3.412,,
agitate,2.654,,
agitated,3.402,,
agitatedly,1.292,,
agitation,2.707,,
agitator,2.371,,
agitprop,1.593,,
agleam,1.292,,
aglet,1.593,,
agley,1.292,,
aglitter,1.292,,
aglow,2.690,,
agnail,1.292,,
agnate,2.070,,
agnatic,1.292,,
agnation,1.292,,
agnomen,1.292,,
agnosia,1.593,,
agnostic,2.593,,
agnostically,1.292,,
agnosticism,1.292,,
ago,5.456,,
agog,2.137,,
agonic,1.292,,
agonist,1.593,,
agonistic,1.292,,
agonistically,1.292,,
agonistics,1.292,,
agonize,2.070,,
agonizing,2.860,,
agonizingly,1.292,,
agony,3.575,,
agora,1.593,,
agoraphobia,2.195,,
agoraphobic,2.292,,
agouti,1.292,,
agrarian,2.246,,
agrarianism,1.292,,
agree,4.810,,
agreeability,1.292,,
agreeable,3.206,,
agreeableness,1.292,,
agreeably,1.894,,
agreed,4.555,,
agreeing,3.321,,
agreement,4.243,,
agribusiness,2.195,,
agricultural,2.982,,
agriculturalist,1.769,,
agriculturally,1.292,,
agriculture,3.048,,
agriculturist,1.292,,
agrobacterium,1.292,,
agrobiologist,1.292,,
agrochemical,1.292,,
agrological,1.292,,
agrology,1.292,,
agronomic,1.292,,
agronomical,1.292,,
agronomics,1.292,,
agronomist,1.292,,
agronomy,1.292,,
aground,2.707,,
ague,1.769,,
aguish,1.292,,
ah,5.315,,
aha,3.849,,
ahead,5.297,,
ahem,3.885,,
ahimsa,1.292,,
ahistoric,1.292,,
ahistorical,1.292,,
ahold,3.780,,
ahoy,3.571,,
aid,4.143,,
aide,3.309,,
aider,1.593,,
aides,2.810,,
aidless,1.292,,
aids,3.032,,
aigrette,1.292,,
aiguillette,1.292,,
aikido,1.991,,
ail,2.371,,
ailanthus,1.292,,
aileron,1.593,,
ailing,2.723,,
ailment,2.723,,
aim,4.172,,
aimer,1.894,,
aiming,3.580,,
aimless,2.468,,
aimlessly,2.634,,
aimlessness,1.292,,
air,5.143,,
airbag,2.614,,
airbase,2.070,,
airbed,1.292,,
airboat,1.991,,
airborne,3.626,,
airbrush,2.292,,
aircraft,3.976,,
aircraftman,1.292,,
aircraftsman,1.593,,
aircrew,1.894,,
airdrome,1.769,,
airdrop,1.769,,
airfare,2.406,,
airfield,3.367,,
airflow,2.195,,
airfoil,1.593,,
airforce,1.292,,
airframe,1.292,,
airfreight,1.292,,
airhead,2.739,,
airily,1.292,,
airiness,1.593,,
airing,2.810,,
airless,2.070,,
airlift,2.468,,
airline,3.813,,
airliner,2.769,,
airlock,2.925,,
airmail,2.547,,
airman,2.783,,
airmanship,1.292,,
airmobile,1.593,,
airpark,1.292,,
airplane,4.038,,
airplay,2.371,,
airport,4.580,,
airpower,1.292,,
airproof,1.292,,
airscrew,1.292,,
airshaft,1.292,,
airship,2.783,,
airshow,1.292,,
airsick,2.522,,
airsickness,1.769,,
airspace,3.211,,
airspeed,2.690,,
airstream,2.246,,
airstrike,2.195,,
airstrip,3.055,,
airtight,3.055,,
airtime,2.438,,
airwards,1.292,,
airwave,1.593,,
